"No","CVE","AdvisoryIDs","AdvisoryCount"
"539","CVE-2010-2227","VCDSA23418","1"
"540","CVE-2010-2240","VCDSA23424; VCDSA23422; VCDSA23418","3"
"541","CVE-2010-2248","VCDSA23418","1"
"542","CVE-2010-2249","VCDSA23412","1"
"543","CVE-2010-2427","VCDSA23380","1"
"544","CVE-2010-2492","VCDSA23427","1"
"545","CVE-2010-2521","VCDSA23418","1"
"546","CVE-2010-2524","VCDSA23418","1"
"547","CVE-2010-2667","VCDSA23380","1"
"548","CVE-2010-2761","VCDSA23437","1"
"549","CVE-2010-2798","VCDSA23427","1"
"550","CVE-2010-2928","VCDSA23418","1"
"551","CVE-2010-2938","VCDSA23427","1"
"552","CVE-2010-2939","VCDSA23418","1"
"553","CVE-2010-2942","VCDSA23427","1"
"554","CVE-2010-2943","VCDSA23427","1"
"555","CVE-2010-2956","VCDSA23416","1"
"556","CVE-2010-3015","VCDSA23427","1"
"557","CVE-2010-3066","VCDSA23427","1"
"558","CVE-2010-3067","VCDSA23427","1"
"559","CVE-2010-3069","VCDSA23414","1"
"560","CVE-2010-3078","VCDSA23427","1"
"561","CVE-2010-3081","VCDSA23418; VCDSA23403","2"
"562","CVE-2010-3086","VCDSA23427","1"
"563","CVE-2010-3170","VCDSA23428","1"
"564","CVE-2010-3173","VCDSA23428","1"
"565","CVE-2010-3277","VCDSA23412","1"
"566","CVE-2010-3296","VCDSA23427","1"
"567","CVE-2010-3316","VCDSA23419","1"
"568","CVE-2010-3432","VCDSA23427","1"
"569","CVE-2010-3435","VCDSA23419","1"
"570","CVE-2010-3442","VCDSA23427","1"
"571","CVE-2010-3477","VCDSA23427","1"
"572","CVE-2010-3493","VCDSA23405","1"
"573","CVE-2010-3541","VCDSA23428; VCDSA23418","2"
"574","CVE-2010-3548","VCDSA23428; VCDSA23418","2"
"575","CVE-2010-3549","VCDSA23428; VCDSA23418","2"
"576","CVE-2010-3550","VCDSA23428; VCDSA23418","2"
"577","CVE-2010-3551","VCDSA23428; VCDSA23418","2"
"578","CVE-2010-3552","VCDSA23428","1"
"579","CVE-2010-3553","VCDSA23428; VCDSA23418","2"
"580","CVE-2010-3554","VCDSA23428; VCDSA23418","2"
"581","CVE-2010-3555","VCDSA23428","1"
"582","CVE-2010-3556","VCDSA23428; VCDSA23418","2"
"583","CVE-2010-3557","VCDSA23428; VCDSA23418","2"
"584","CVE-2010-3558","VCDSA23428","1"
"585","CVE-2010-3559","VCDSA23428; VCDSA23418","2"
"586","CVE-2010-3560","VCDSA23428","1"
"587","CVE-2010-3561","VCDSA23428; VCDSA23418","2"
"588","CVE-2010-3562","VCDSA23428; VCDSA23418","2"
"589","CVE-2010-3563","VCDSA23428","1"
"590","CVE-2010-3565","VCDSA23428; VCDSA23418","2"
"591","CVE-2010-3566","VCDSA23428; VCDSA23418","2"
"592","CVE-2010-3567","VCDSA23428; VCDSA23418","2"
"593","CVE-2010-3568","VCDSA23428; VCDSA23418","2"
"594","CVE-2010-3569","VCDSA23428; VCDSA23418","2"
"595","CVE-2010-3570","VCDSA23428","1"
"596","CVE-2010-3571","VCDSA23428; VCDSA23418","2"
"597","CVE-2010-3572","VCDSA23428; VCDSA23418","2"
"598","CVE-2010-3573","VCDSA23428; VCDSA23418","2"
"599","CVE-2010-3574","VCDSA23428; VCDSA23418","2"
"600","CVE-2010-3609","VCDSA23419","1"
"601","CVE-2010-3613","VCDSA23419","1"
"602","CVE-2010-3614","VCDSA23419","1"
"603","CVE-2010-3699","VCDSA23427","1"
"604","CVE-2010-3762","VCDSA23419","1"
"605","CVE-2010-3847","VCDSA23416","1"
"606","CVE-2010-3853","VCDSA23419","1"
"607","CVE-2010-3856","VCDSA23416","1"
"608","CVE-2010-3858","VCDSA23427","1"
"609","CVE-2010-3859","VCDSA23427","1"
"610","CVE-2010-3864","VCDSA23418","1"
"611","CVE-2010-3865","VCDSA23427","1"
"612","CVE-2010-3876","VCDSA23427","1"
"613","CVE-2010-3877","VCDSA23427","1"
"614","CVE-2010-3880","VCDSA23427","1"
"615","CVE-2010-3904","VCDSA23427","1"
"616","CVE-2010-4008","VCDSA23436; VCDSA23432","2"
"617","CVE-2010-4020","VCDSA23422","1"
"618","CVE-2010-4021","VCDSA23422","1"
"619","CVE-2010-4072","VCDSA23427","1"
"620","CVE-2010-4073","VCDSA23427","1"
"621","CVE-2010-4075","VCDSA23427","1"
"622","CVE-2010-4080","VCDSA23427","1"
"623","CVE-2010-4081","VCDSA23427","1"
"624","CVE-2010-4083","VCDSA23427","1"
"625","CVE-2010-4157","VCDSA23427","1"
"626","CVE-2010-4158","VCDSA23427","1"
"627","CVE-2010-4161","VCDSA23427","1"
"628","CVE-2010-4180","VCDSA23437; VCDSA23428","2"
"629","CVE-2010-4238","VCDSA23427","1"
"630","CVE-2010-4242","VCDSA23427","1"
"631","CVE-2010-4243","VCDSA23427","1"
"632","CVE-2010-4247","VCDSA23427","1"
"633","CVE-2010-4248","VCDSA23427","1"
"634","CVE-2010-4249","VCDSA23427","1"
"635","CVE-2010-4251","VCDSA23427","1"
"636","CVE-2010-4252","VCDSA23437","1"
"637","CVE-2010-4255","VCDSA23427","1"
"638","CVE-2010-4263","VCDSA23427","1"
"639","CVE-2010-4294","VCDSA23404","1"
"640","CVE-2010-4295","VCDSA23404","1"
"641","CVE-2010-4296","VCDSA23404","1"
"642","CVE-2010-4297","VCDSA23404","1"
"643","CVE-2010-4343","VCDSA23427","1"
"644","CVE-2010-4346","VCDSA23427","1"
"645","CVE-2010-4410","VCDSA23437","1"
"646","CVE-2010-4422","VCDSA23428","1"
"647","CVE-2010-4447","VCDSA23428","1"
"648","CVE-2010-4448","VCDSA23428","1"
"649","CVE-2010-4450","VCDSA23428","1"
"650","CVE-2010-4451","VCDSA23428","1"
"651","CVE-2010-4452","VCDSA23428","1"
"652","CVE-2010-4454","VCDSA23428","1"
"653","CVE-2010-4462","VCDSA23428","1"
"654","CVE-2010-4463","VCDSA23428","1"
"655","CVE-2010-4465","VCDSA23428","1"
"656","CVE-2010-4466","VCDSA23428","1"
"657","CVE-2010-4467","VCDSA23428","1"
"658","CVE-2010-4468","VCDSA23428","1"
"659","CVE-2010-4469","VCDSA23428","1"
"660","CVE-2010-4470","VCDSA23428","1"
"661","CVE-2010-4471","VCDSA23428","1"
"662","CVE-2010-4472","VCDSA23428","1"
"663","CVE-2010-4473","VCDSA23428","1"
"664","CVE-2010-4474","VCDSA23428","1"
"665","CVE-2010-4475","VCDSA23428","1"
"666","CVE-2010-4476","VCDSA23428","1"
"667","CVE-2010-4494","VCDSA23436","1"
"668","CVE-2010-4526","VCDSA23427","1"
"669","CVE-2010-4573","VCDSA23415","1"
"670","CVE-2010-4649","VCDSA23405","1"
"671","CVE-2010-4655","VCDSA23427","1"
"672","CVE-2010-5298","VCDSA23447","1"
"673","CVE-2011-0002","VCDSA23428","1"
"674","CVE-2011-0014","VCDSA23437","1"
"675","CVE-2011-0216","VCDSA23436; VCDSA23432","2"
"676","CVE-2011-0281","VCDSA23427","1"
"677","CVE-2011-0282","VCDSA23427","1"
"678","CVE-2011-0355","VCDSA23417","1"
"679","CVE-2011-0426","VCDSA23423","1"
"680","CVE-2011-0521","VCDSA23427","1"
"681","CVE-2011-0536","VCDSA23427; VCDSA23425","2"
"682","CVE-2011-0695","VCDSA23405","1"
"683","CVE-2011-0710","VCDSA23427","1"
"684","CVE-2011-0711","VCDSA23405","1"
"685","CVE-2011-0726","VCDSA23405","1"
"686","CVE-2011-0802","VCDSA23428","1"
"687","CVE-2011-0814","VCDSA23428","1"
"688","CVE-2011-0815","VCDSA23428","1"
"689","CVE-2011-0862","VCDSA23428","1"
"690","CVE-2011-0864","VCDSA23428","1"
"691","CVE-2011-0865","VCDSA23428","1"
"692","CVE-2011-0867","VCDSA23428","1"
"693","CVE-2011-0871","VCDSA23428","1"
"694","CVE-2011-0873","VCDSA23428","1"
"695","CVE-2011-0997","VCDSA23425","1"
"696","CVE-2011-1010","VCDSA23427","1"
"697","CVE-2011-1015","VCDSA23405","1"
"698","CVE-2011-1020","VCDSA23437","1"
"699","CVE-2011-1044","VCDSA23405","1"
"700","CVE-2011-1071","VCDSA23427; VCDSA23425","2"
"701","CVE-2011-1078","VCDSA23405","1"
"702","CVE-2011-1079","VCDSA23405","1"
"703","CVE-2011-1080","VCDSA23405","1"
"704","CVE-2011-1089","VCDSA23441; VCDSA23437","2"
"705","CVE-2011-1090","VCDSA23427","1"
"706","CVE-2011-1093","VCDSA23405","1"
"707","CVE-2011-1095","VCDSA23427; VCDSA23425","2"
"708","CVE-2011-1126","VCDSA23421","1"
"709","CVE-2011-1163","VCDSA23405","1"
"710","CVE-2011-1166","VCDSA23405","1"
"711","CVE-2011-1170","VCDSA23405","1"
"712","CVE-2011-1171","VCDSA23405","1"
"713","CVE-2011-1172","VCDSA23405","1"
"714","CVE-2011-1182","VCDSA23405","1"
"715","CVE-2011-1202","VCDSA23442; VCDSA23441","2"
"716","CVE-2011-1478","VCDSA23427","1"
"717","CVE-2011-1494","VCDSA23405; VCDSA23427","2"
"718","CVE-2011-1495","VCDSA23405; VCDSA23427","2"
"719","CVE-2011-1521","VCDSA23405","1"
"720","CVE-2011-1573","VCDSA23405","1"
"721","CVE-2011-1576","VCDSA23405","1"
"722","CVE-2011-1577","VCDSA23405","1"
"723","CVE-2011-1593","VCDSA23405","1"
"724","CVE-2011-1658","VCDSA23427; VCDSA23425","2"
"725","CVE-2011-1659","VCDSA23427; VCDSA23425","2"
"726","CVE-2011-1678","VCDSA23405","1"
"727","CVE-2011-1745","VCDSA23405","1"
"728","CVE-2011-1746","VCDSA23405","1"
"729","CVE-2011-1763","VCDSA23405","1"
"730","CVE-2011-1776","VCDSA23405","1"
"731","CVE-2011-1780","VCDSA23405","1"
"732","CVE-2011-1785","VCDSA23423; VCDSA23422","2"
"733","CVE-2011-1786","VCDSA23422","1"
"734","CVE-2011-1787","VCDSA23424","1"
"735","CVE-2011-1788","VCDSA23423","1"
"736","CVE-2011-1789","VCDSA23423","1"
"737","CVE-2011-1833","VCDSA23437","1"
"738","CVE-2011-1936","VCDSA23405","1"
"739","CVE-2011-1944","VCDSA23436; VCDSA23432","2"
"740","CVE-2011-2022","VCDSA23405","1"
"741","CVE-2011-2145","VCDSA23424","1"
"742","CVE-2011-2146","VCDSA23424","1"
"743","CVE-2011-2192","VCDSA23405","1"
"744","CVE-2011-2213","VCDSA23405","1"
"745","CVE-2011-2217","VCDSA23424","1"
"746","CVE-2011-2482","VCDSA23430; VCDSA23405","2"
"747","CVE-2011-2484","VCDSA23437","1"
"748","CVE-2011-2491","VCDSA23405","1"
"749","CVE-2011-2492","VCDSA23405","1"
"750","CVE-2011-2495","VCDSA23405","1"
"751","CVE-2011-2496","VCDSA23437","1"
"752","CVE-2011-2517","VCDSA23405","1"
"753","CVE-2011-2519","VCDSA23405","1"
"754","CVE-2011-2522","VCDSA23405","1"
"755","CVE-2011-2525","VCDSA23405","1"
"756","CVE-2011-2689","VCDSA23405","1"
"757","CVE-2011-2694","VCDSA23405","1"
"758","CVE-2011-2699","VCDSA23437","1"
"759","CVE-2011-2821","VCDSA23436","1"
"760","CVE-2011-2834","VCDSA23436; VCDSA23432","2"
"761","CVE-2011-2901","VCDSA23405","1"
"762","CVE-2011-3102","VCDSA23442; VCDSA23441","2"
"763","CVE-2011-3188","VCDSA23437","1"
"764","CVE-2011-3190","VCDSA23408","1"
"765","CVE-2011-3191","VCDSA23432; VCDSA23430","2"
"766","CVE-2011-3209","VCDSA23437","1"
"767","CVE-2011-3363","VCDSA23437","1"
"768","CVE-2011-3375","VCDSA23408","1"
"769","CVE-2011-3378","VCDSA23405","1"
"770","CVE-2011-3548","VCDSA23407","1"
"771","CVE-2011-3597","VCDSA23437","1"
"772","CVE-2011-3868","VCDSA23426","1"
"773","CVE-2011-3905","VCDSA23436; VCDSA23432","2"
"774","CVE-2011-3919","VCDSA23436; VCDSA23432","2"
"775","CVE-2011-3970","VCDSA23442; VCDSA23441","2"
"776","CVE-2011-4108","VCDSA23437","1"
"777","CVE-2011-4109","VCDSA23437","1"
"778","CVE-2011-4110","VCDSA23437","1"
"779","CVE-2011-4128","VCDSA23437","1"
"780","CVE-2011-4132","VCDSA23437","1"
"781","CVE-2011-4324","VCDSA23437","1"
"782","CVE-2011-4325","VCDSA23437","1"
"783","CVE-2011-4348","VCDSA23432; VCDSA23430","2"
"784","CVE-2011-4404","VCDSA23429","1"
"785","CVE-2011-4576","VCDSA23437","1"
"786","CVE-2011-4577","VCDSA23437","1"
"787","CVE-2011-4609","VCDSA23441; VCDSA23437","2"
"788","CVE-2011-4619","VCDSA23437","1"
"789","CVE-2011-4862","VCDSA23430","1"
"790","CVE-2011-4940","VCDSA23440","1"
"791","CVE-2011-4944","VCDSA23440","1"
"792","CVE-2011-5057","VCDSA23437","1"
"793","CVE-2012-0022","VCDSA23408","1"
"794","CVE-2012-0028","VCDSA23432","1"
"795","CVE-2012-0050","VCDSA23437","1"
"796","CVE-2012-0060","VCDSA23437","1"
"797","CVE-2012-0061","VCDSA23437","1"
"798","CVE-2012-0207","VCDSA23437","1"
"799","CVE-2012-0391","VCDSA23437","1"
"800","CVE-2012-0392","VCDSA23437","1"
"801","CVE-2012-0393","VCDSA23437","1"
"802","CVE-2012-0394","VCDSA23437","1"
"803","CVE-2012-0441","VCDSA23440","1"
"804","CVE-2012-0815","VCDSA23437","1"
"805","CVE-2012-0841","VCDSA23437; VCDSA23436","2"
"806","CVE-2012-0864","VCDSA23441; VCDSA23437","2"
"807","CVE-2012-0876","VCDSA23440","1"
"808","CVE-2012-0897","VCDSA23479","1"
"809","CVE-2012-1033","VCDSA23440","1"
"810","CVE-2012-1148","VCDSA23440","1"
"811","CVE-2012-1150","VCDSA23440","1"
"812","CVE-2012-1472","VCDSA23406","1"
"813","CVE-2012-1508","VCDSA23408","1"
"814","CVE-2012-1509","VCDSA23408","1"
"815","CVE-2012-1510","VCDSA23408","1"
"816","CVE-2012-1512","VCDSA23408","1"
"817","CVE-2012-1513","VCDSA23408","1"
"818","CVE-2012-1514","VCDSA23408","1"
"819","CVE-2012-1515","VCDSA23430","1"
"820","CVE-2012-1516","VCDSA23433","1"
"821","CVE-2012-1517","VCDSA23433","1"
"822","CVE-2012-1518","VCDSA23431","1"
"823","CVE-2012-1569","VCDSA23437","1"
"824","CVE-2012-1573","VCDSA23437","1"
"825","CVE-2012-1583","VCDSA23437","1"
"826","CVE-2012-1667","VCDSA23440","1"
"827","CVE-2012-2110","VCDSA23444; VCDSA23443; VCDSA23437","3"
"828","CVE-2012-2337","VCDSA23451; VCDSA23450","2"
"829","CVE-2012-2372","VCDSA23459","1"
"830","CVE-2012-2448","VCDSA23433","1"
"831","CVE-2012-2449","VCDSA23433","1"
"832","CVE-2012-2450","VCDSA23433","1"
"833","CVE-2012-2733","VCDSA23450; VCDSA23410","2"
"834","CVE-2012-2752","VCDSA23434","1"
"835","CVE-2012-2807","VCDSA23442; VCDSA23441","2"
"836","CVE-2012-2825","VCDSA23442; VCDSA23441","2"
"837","CVE-2012-2834","VCDSA23432","1"
"838","CVE-2012-2870","VCDSA23442; VCDSA23441","2"
"839","CVE-2012-2871","VCDSA23442; VCDSA23441","2"
"840","CVE-2012-3191","VCDSA23432","1"
"841","CVE-2012-3288","VCDSA23435","1"
"842","CVE-2012-3289","VCDSA23435","1"
"843","CVE-2012-3404","VCDSA23441","1"
"844","CVE-2012-3405","VCDSA23441","1"
"845","CVE-2012-3406","VCDSA23441","1"
"846","CVE-2012-3440","VCDSA23451; VCDSA23450","2"
"847","CVE-2012-3480","VCDSA23441","1"
"848","CVE-2012-3546","VCDSA23450; VCDSA23410","2"
"849","CVE-2012-3552","VCDSA23459","1"
"850","CVE-2012-3569","VCDSA23439","1"
"851","CVE-2012-3817","VCDSA23440","1"
"852","CVE-2012-3905","VCDSA23432","1"
"853","CVE-2012-3919","VCDSA23432","1"
"854","CVE-2012-4244","VCDSA23442; VCDSA23441","2"
"855","CVE-2012-4348","VCDSA23432","1"
"856","CVE-2012-4431","VCDSA23450; VCDSA23410","2"
"857","CVE-2012-4534","VCDSA23450; VCDSA23410","2"
"858","CVE-2012-4897","VCDSA23438","1"
"859","CVE-2012-5050","VCDSA23438","1"
"860","CVE-2012-5051","VCDSA23438","1"
"861","CVE-2012-5134","VCDSA23409; VCDSA23444","2"
"862","CVE-2012-5458","VCDSA23439","1"
"863","CVE-2012-5459","VCDSA23439","1"
"864","CVE-2012-5703","VCDSA23440","1"
"865","CVE-2012-5885","VCDSA23450; VCDSA23410","2"
"866","CVE-2012-5886","VCDSA23450; VCDSA23410","2"
"867","CVE-2012-5887","VCDSA23450; VCDSA23410","2"
"868","CVE-2012-6324","VCDSA23441","1"
"869","CVE-2012-6325","VCDSA23441","1"
"870","CVE-2012-6326","VCDSA23441","1"
"871","CVE-2013-0166","VCDSA23453; VCDSA23452","2"
"872","CVE-2013-0169","VCDSA23453; VCDSA23452","2"
"873","CVE-2013-0242","VCDSA23465","1"
"874","CVE-2013-0268","VCDSA23453; VCDSA23452","2"
"875","CVE-2013-0338","VCDSA23453; VCDSA23452","2"
"876","CVE-2013-0791","VCDSA23459; VCDSA23458","2"
"877","CVE-2013-0871","VCDSA23453; VCDSA23452","2"
"878","CVE-2013-1405","VCDSA23442; VCDSA23441","2"
"879","CVE-2013-1406","VCDSA23443; VCDSA23442","2"
"880","CVE-2013-1620","VCDSA23459; VCDSA23458","2"
"881","CVE-2013-1659","VCDSA23444; VCDSA23443","2"
"882","CVE-2013-1661","VCDSA23455; VCDSA23454","2"
"883","CVE-2013-1662","VCDSA23454; VCDSA23453","2"
"884","CVE-2013-1752","VCDSA23469","1"
"885","CVE-2013-1899","VCDSA23410; VCDSA23409","2"
"886","CVE-2013-1900","VCDSA23410; VCDSA23409","2"
"887","CVE-2013-1901","VCDSA23410; VCDSA23409","2"
"888","CVE-2013-1914","VCDSA23465","1"
"889","CVE-2013-2116","VCDSA23453; VCDSA23452","2"
"890","CVE-2013-2147","VCDSA23459","1"
"891","CVE-2013-2164","VCDSA23459","1"
"892","CVE-2013-2206","VCDSA23459","1"
"893","CVE-2013-2224","VCDSA23459","1"
"894","CVE-2013-2232","VCDSA23459","1"
"895","CVE-2013-2234","VCDSA23459","1"
"896","CVE-2013-2237","VCDSA23459","1"
"897","CVE-2013-2877","VCDSA23469","1"
"898","CVE-2013-3079","VCDSA23450; VCDSA23410","2"
"899","CVE-2013-3080","VCDSA23450; VCDSA23410","2"
"900","CVE-2013-3107","VCDSA23450; VCDSA23410","2"
"901","CVE-2013-3519","VCDSA23458; VCDSA23457","2"
"902","CVE-2013-3520","VCDSA23452; VCDSA23451","2"
"903","CVE-2013-4238","VCDSA23469","1"
"904","CVE-2013-4322","VCDSA23465","1"
"905","CVE-2013-4332","VCDSA23462","1"
"906","CVE-2013-4590","VCDSA23465","1"
"907","CVE-2013-5211","VCDSA23462","1"
"908","CVE-2013-5970","VCDSA23456; VCDSA23455","2"
"909","CVE-2013-5971","VCDSA23456; VCDSA23455","2"
"910","CVE-2013-5972","VCDSA23457; VCDSA23456","2"
"911","CVE-2013-5973","VCDSA23460","1"
"912","CVE-2014-0015","VCDSA23469","1"
"913","CVE-2014-0050","VCDSA23465; VCDSA23464","2"
"914","CVE-2014-0076","VCDSA23445","1"
"915","CVE-2014-0094","VCDSA23464","1"
"916","CVE-2014-0112","VCDSA23464","1"
"917","CVE-2014-0114","VCDSA23465","1"
"918","CVE-2014-0138","VCDSA23469","1"
"919","CVE-2014-0160","VCDSA23445","1"
"920","CVE-2014-0191","VCDSA23469","1"
"921","CVE-2014-0195","VCDSA23447","1"
"922","CVE-2014-0198","VCDSA23447","1"
"923","CVE-2014-0221","VCDSA23447","1"
"924","CVE-2014-0224","VCDSA23447","1"
"925","CVE-2014-1207","VCDSA23461","1"
"926","CVE-2014-1208","VCDSA23461","1"
"927","CVE-2014-1209","VCDSA23463","1"
"928","CVE-2014-1210","VCDSA23463","1"
"929","CVE-2014-1211","VCDSA23461","1"
"930","CVE-2014-3470","VCDSA23447","1"
"931","CVE-2014-3513","VCDSA23471","1"
"932","CVE-2014-3566","VCDSA23471","1"
"933","CVE-2014-3567","VCDSA23471","1"
"934","CVE-2014-3568","VCDSA23471","1"
"935","CVE-2014-3660","VCDSA23471","1"
"936","CVE-2014-3793","VCDSA23446","1"
"937","CVE-2014-3796","VCDSA23466","1"
"938","CVE-2014-3797","VCDSA23469","1"
"939","CVE-2014-4624","VCDSA23468","1"
"940","CVE-2014-4632","VCDSA23448","1"
"941","CVE-2014-6271","VCDSA23467","1"
"942","CVE-2014-6277","VCDSA23467","1"
"943","CVE-2014-6278","VCDSA23467","1"
"944","CVE-2014-6593","VCDSA23449","1"
"945","CVE-2014-7169","VCDSA23467","1"
"946","CVE-2014-7186","VCDSA23467","1"
"947","CVE-2014-7187","VCDSA23467","1"
"948","CVE-2014-8370","VCDSA23471","1"
"949","CVE-2014-8371","VCDSA23469","1"
"950","CVE-2014-8373","VCDSA23470","1"
"951","CVE-2015-1043","VCDSA23471","1"
"952","CVE-2015-1044","VCDSA23471","1"
"953","CVE-2015-1047","VCDSA23482","1"
"954","CVE-2015-2336","VCDSA23479","1"
"955","CVE-2015-2337","VCDSA23479","1"
"956","CVE-2015-2338","VCDSA23479","1"
"957","CVE-2015-2339","VCDSA23479","1"
"958","CVE-2015-2340","VCDSA23479","1"
"959","CVE-2015-2341","VCDSA23479","1"
"960","CVE-2015-2342","VCDSA23482","1"
"961","CVE-2015-2344","VCDSA23474","1"
"962","CVE-2015-3269","VCDSA23483","1"
"963","CVE-2015-3650","VCDSA23480","1"
"964","CVE-2015-5177","VCDSA23482","1"
"965","CVE-2015-5191","VCDSA23509","1"
"966","CVE-2015-5255","VCDSA23483","1"
"967","CVE-2015-6931","VCDSA23491","1"
"968","CVE-2015-6932","VCDSA23481","1"
"969","CVE-2015-6933","VCDSA23472","1"
"970","CVE-2015-6934","VCDSA23484","1"
"971","CVE-2015-7547","VCDSA23473","1"
"972","CVE-2016-2075","VCDSA23474","1"
"973","CVE-2016-2076","VCDSA23475","1"
"974","CVE-2016-2077","VCDSA23476","1"
"975","CVE-2016-2078","VCDSA23477","1"
"976","CVE-2016-2079","VCDSA23478","1"
"977","CVE-2016-2081","VCDSA23490","1"
"978","CVE-2016-2082","VCDSA23490","1"
"979","CVE-2016-3427","VCDSA23476","1"
"980","CVE-2016-5195","VCDSA23495","1"
"981","CVE-2016-5328","VCDSA23494","1"
"982","CVE-2016-5329","VCDSA23494","1"
"983","CVE-2016-5330","VCDSA23485; VCDSA23492","2"
"984","CVE-2016-5331","VCDSA23492","1"
"985","CVE-2016-5332","VCDSA23486; VCDSA23485","2"
"986","CVE-2016-5333","VCDSA23486","1"
"987","CVE-2016-5334","VCDSA23499","1"
"988","CVE-2016-5335","VCDSA23487","1"
"989","CVE-2016-5336","VCDSA23487","1"
"990","CVE-2016-7079","VCDSA23488","1"
"991","CVE-2016-7080","VCDSA23488","1"
"992","CVE-2016-7081","VCDSA23488","1"
"993","CVE-2016-7082","VCDSA23488","1"
"994","CVE-2016-7083","VCDSA23488","1"
"995","CVE-2016-7084","VCDSA23488","1"
"996","CVE-2016-7085","VCDSA23488","1"
"997","CVE-2016-7086","VCDSA23488","1"
"998","CVE-2016-7087","VCDSA23489","1"
"999","CVE-2016-7456","VCDSA23502","1"
"1000","CVE-2016-7457","VCDSA23493","1"
"1001","CVE-2016-7458","VCDSA23500","1"
"1002","CVE-2016-7459","VCDSA23500","1"
"1003","CVE-2016-7460","VCDSA23500","1"
"1004","CVE-2016-7461","VCDSA23496","1"
"1005","CVE-2016-7462","VCDSA23498","1"
"1006","CVE-2016-7463","VCDSA23501","1"
"1007","CVE-2017-15548","VCDSA23529","1"
"1008","CVE-2017-15549","VCDSA23529","1"
"1009","CVE-2017-15550","VCDSA23529","1"
"1010","CVE-2017-16544","VCDSA23558","1"
"1011","CVE-2017-4898","VCDSA23503","1"
"1012","CVE-2017-4899","VCDSA23503","1"
"1013","CVE-2017-4900","VCDSA23503","1"
"1014","CVE-2017-4901","VCDSA23516","1"
"1015","CVE-2017-4902","VCDSA23517","1"
"1016","CVE-2017-4903","VCDSA23517","1"
"1017","CVE-2017-4904","VCDSA23517","1"
"1018","CVE-2017-4905","VCDSA23517","1"
"1019","CVE-2017-4907","VCDSA23505","1"
"1020","CVE-2017-4908","VCDSA23505","1"
"1021","CVE-2017-4909","VCDSA23505","1"
"1022","CVE-2017-4910","VCDSA23505","1"
"1023","CVE-2017-4911","VCDSA23505","1"
"1024","CVE-2017-4912","VCDSA23505","1"
"1025","CVE-2017-4913","VCDSA23505","1"
"1026","CVE-2017-4914","VCDSA23507","1"
"1027","CVE-2017-4915","VCDSA23506","1"
"1028","CVE-2017-4916","VCDSA23506","1"
"1029","CVE-2017-4917","VCDSA23529; VCDSA23507","2"
"1030","CVE-2017-4919","VCDSA23508","1"
"1031","CVE-2017-4920","VCDSA23510","1"
"1032","CVE-2017-4921","VCDSA23509","1"
"1033","CVE-2017-4922","VCDSA23509","1"
"1034","CVE-2017-4923","VCDSA23509","1"
"1035","CVE-2017-4924","VCDSA23511","1"
"1036","CVE-2017-4925","VCDSA23511","1"
"1037","CVE-2017-4926","VCDSA23511","1"
"1038","CVE-2017-4927","VCDSA23512","1"
"1039","CVE-2017-4928","VCDSA23512","1"
"1040","CVE-2017-4929","VCDSA23514; VCDSA23512","2"
"1041","CVE-2017-4933","VCDSA23515","1"
"1042","CVE-2017-4934","VCDSA23513","1"
"1043","CVE-2017-4935","VCDSA23513","1"
"1044","CVE-2017-4936","VCDSA23513","1"
"1045","CVE-2017-4937","VCDSA23513","1"
"1046","CVE-2017-4938","VCDSA23513","1"
"1047","CVE-2017-4939","VCDSA23513","1"
"1048","CVE-2017-4940","VCDSA23515","1"
"1049","CVE-2017-4941","VCDSA23515","1"
"1050","CVE-2017-4943","VCDSA23515","1"
"1051","CVE-2017-4945","VCDSA23532","1"
"1052","CVE-2017-4946","VCDSA23532","1"
"1053","CVE-2017-4947","VCDSA23535","1"
"1054","CVE-2017-4948","VCDSA23532","1"
"1055","CVE-2017-4949","VCDSA23534; VCDSA23533; VCDSA23480","3"
"1056","CVE-2017-4950","VCDSA23534; VCDSA23533; VCDSA23480","3"
"1057","CVE-2017-4951","VCDSA23535","1"
"1058","CVE-2017-5638","VCDSA23504","1"
"1059","CVE-2017-5641","VCDSA23519","1"
"1060","CVE-2017-5715","VCDSA23536; VCDSA23533; VCDSA23530","3"
"1061","CVE-2017-5753","VCDSA23536; VCDSA23530","2"
"1062","CVE-2017-5754","VCDSA23536","1"
"1063","CVE-2018-11066","VCDSA23523","1"
"1064","CVE-2018-11067","VCDSA23523","1"
"1065","CVE-2018-11076","VCDSA23523","1"
"1066","CVE-2018-11077","VCDSA23523","1"
"1067","CVE-2018-12126","VCDSA23553","1"
"1068","CVE-2018-12127","VCDSA23553","1"
"1069","CVE-2018-12130","VCDSA23553","1"
"1070","CVE-2018-12207","VCDSA23565","1"
"1071","CVE-2018-3620","VCDSA23546","1"
"1072","CVE-2018-3639","VCDSA23540","1"
"1073","CVE-2018-3640","VCDSA23540","1"
"1074","CVE-2018-3646","VCDSA23553; VCDSA23545","2"
"1075","CVE-2018-6957","VCDSA23537","1"
"1076","CVE-2018-6958","VCDSA23538","1"
"1077","CVE-2018-6959","VCDSA23538","1"
"1078","CVE-2018-6962","VCDSA23541","1"
"1079","CVE-2018-6963","VCDSA23541","1"
"1080","CVE-2018-6965","VCDSA23542","1"
"1081","CVE-2018-6966","VCDSA23542","1"
"1082","CVE-2018-6967","VCDSA23542","1"
